2026-03-02 15:50:49,351 | INFO | app.main | Database initialized
2026-03-02 22:44:37,303 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 22:44:39,251 | INFO | app.main | Database initialized
2026-03-02 22:44:39,326 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:44:39,326 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:44:39,328 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:44:39,328 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:44:39,328 | INFO | app.main | Scheduler started
2026-03-02 22:44:44,445 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:44:44,917 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:44:44,937 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-02 22:44:45,560 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:44:45,631 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-02 22:44:45,641 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=12 project=prplOS
2026-03-02 22:44:45,696 | INFO | app.services.kpi.kpi_service | KpiSnapshot created — project_id=1 period_id=5 site=None
2026-03-02 22:44:45,701 | INFO | app.services.kpi.kpi_service | KPI summary — lot_id=12 project_id=1 | commits=12 devs=2 mr_rate=5.5000 approved_rate=0.8182 merged_rate=0.6667 avg_review=271.25h
2026-03-02 22:44:45,705 | INFO | app.api.routers.extraction | KPI snapshot generated after MONTHLY extraction — project_id=1 period_id=5
2026-03-03 11:38:50,473 | INFO | app.main | Database initialized
2026-03-03 11:38:50,609 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-03 11:38:50,610 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-03 11:38:50,612 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-03 11:38:50,613 | INFO | apscheduler.scheduler | Scheduler started
2026-03-03 11:38:50,613 | INFO | app.main | Scheduler started
2026-03-03 11:51:14,523 | INFO | app.main | Scheduler stopped
2026-03-03 11:51:14,528 | INFO | app.main | Application shutdown
2026-03-03 11:51:14,538 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-03 11:51:18,135 | INFO | app.main | Database initialized
2026-03-03 11:51:18,230 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-03 11:51:18,230 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-03 11:51:18,234 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-03 11:51:18,234 | INFO | apscheduler.scheduler | Scheduler started
2026-03-03 11:51:18,234 | INFO | app.main | Scheduler started
2026-03-03 12:13:27,914 | INFO | app.main | Scheduler stopped
2026-03-03 12:13:27,917 | INFO | app.main | Application shutdown
2026-03-03 12:13:27,922 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-03 12:24:28,746 | INFO | app.main | Database initialized
2026-03-03 12:24:28,850 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-03 12:24:28,850 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-03 12:24:28,853 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-03 12:24:28,853 | INFO | apscheduler.scheduler | Scheduler started
2026-03-03 12:24:28,853 | INFO | app.main | Scheduler started
2026-03-03 12:29:51,653 | INFO | app.main | Scheduler stopped
2026-03-03 12:29:51,655 | INFO | app.main | Application shutdown
2026-03-03 12:29:51,659 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-03 12:42:16,762 | INFO | app.main | Database initialized
2026-03-03 12:42:16,883 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-03 12:42:16,883 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-03 12:42:16,887 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-03 12:42:16,887 | INFO | apscheduler.scheduler | Scheduler started
2026-03-03 12:42:16,887 | INFO | app.main | Scheduler started
2026-03-03 12:47:16,767 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-03 12:47:17,367 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-03 12:47:17,392 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-03 12:47:17,444 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-03 12:47:18,272 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-03 12:47:19,196 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:19,945 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/10/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:20,472 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/9/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:20,987 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/8/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:22,663 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/7/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:23,143 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/6/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:24,306 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/5/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:27,099 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/4/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:27,560 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/3/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:28,039 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/2/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:28,610 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/1/approvals "HTTP/1.1 200 OK"
2026-03-03 12:47:28,614 | INFO | app.services.extraction.extraction_service | MRs — created:11 skipped:0 project=prplOS
2026-03-03 12:47:28,631 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=1 project=prplOS file=dumps\lot_1_project_1_period_1.json md5=c8aa42d8f2551dabff8542080e885e8f
2026-03-03 12:47:28,686 | INFO | app.services.kpi.kpi_service | KpiSnapshot saved — lot_id=1 project_id=1 period=2025/01 site=None | commits=10 devs=2 approved_rate=88.89% merged_rate=75.00% avg_review=0.3h
2026-03-03 12:47:28,696 | INFO | app.api.routers.extraction | KPI snapshot generated after MONTHLY — project_id=1 period_id=1
2026-03-03 12:54:56,274 | INFO | app.api.routers.extraction | Download requested — lot_id=1 file=dumps\lot_1_project_1_period_1.json by admin_id=1
2026-03-04 17:57:55,064 | INFO | app.main | Scheduler stopped
2026-03-04 17:57:55,070 | INFO | app.main | Application shutdown
2026-03-04 17:57:55,081 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-04 17:58:03,756 | INFO | app.main | Database initialized
2026-03-04 17:58:03,889 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-04 17:58:03,889 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-04 17:58:03,892 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-04 17:58:03,892 | INFO | apscheduler.scheduler | Scheduler started
2026-03-04 17:58:03,893 | INFO | app.main | Scheduler started
2026-03-04 20:55:12,055 | INFO | app.main | Database initialized
2026-03-04 20:55:12,178 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-04 20:55:12,178 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-04 20:55:12,182 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-04 20:55:12,182 | INFO | apscheduler.scheduler | Scheduler started
2026-03-04 20:55:12,182 | INFO | app.main | Scheduler started
2026-03-04 23:56:36,434 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-04 23:56:36,435 | INFO | app.main | Database initialized
2026-03-04 23:56:36,578 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-04 23:56:36,578 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-04 23:56:36,581 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-04 23:56:36,581 | INFO | apscheduler.scheduler | Scheduler started
2026-03-04 23:56:36,581 | INFO | app.main | Scheduler started
2026-03-04 23:56:38,444 | INFO | app.main | Scheduler stopped
2026-03-04 23:56:38,444 | INFO | app.main | Application shutdown
2026-03-04 23:56:38,444 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-05 00:01:53,897 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:01:53,898 | INFO | app.main | Database initialized
2026-03-05 00:01:54,216 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:01:54,217 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:01:54,223 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:01:54,224 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:01:54,224 | INFO | app.main | Scheduler started
2026-03-05 00:02:00,979 | INFO | app.main | Scheduler stopped
2026-03-05 00:02:00,979 | INFO | app.main | Application shutdown
2026-03-05 00:02:00,979 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-05 00:22:13,720 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:22:13,721 | INFO | app.main | Database initialized
2026-03-05 00:22:13,829 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:22:13,830 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:22:13,833 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:22:13,833 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:22:13,833 | INFO | app.main | Scheduler started
2026-03-05 00:28:04,546 | INFO | app.main | Scheduler stopped
2026-03-05 00:28:04,549 | INFO | app.main | Application shutdown
2026-03-05 00:28:04,565 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-05 00:28:09,602 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:28:09,602 | INFO | app.main | Database initialized
2026-03-05 00:28:09,719 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:28:09,719 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:28:09,722 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:28:09,722 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:28:09,722 | INFO | app.main | Scheduler started
2026-03-05 00:28:11,359 | INFO | app.main | Scheduler stopped
2026-03-05 00:28:11,360 | INFO | app.main | Application shutdown
2026-03-05 00:28:11,360 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-05 00:29:15,052 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:29:15,053 | INFO | app.main | Database initialized
2026-03-05 00:29:15,151 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:29:15,151 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:29:15,154 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:29:15,154 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:29:15,154 | INFO | app.main | Scheduler started
2026-03-05 00:31:46,236 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:31:46,237 | INFO | app.main | Database initialized
2026-03-05 00:31:46,339 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:31:46,340 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:31:46,343 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:31:46,343 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:31:46,343 | INFO | app.main | Scheduler started
2026-03-05 00:36:57,899 | INFO | app.main | Scheduler stopped
2026-03-05 00:36:57,901 | INFO | app.main | Application shutdown
2026-03-05 00:36:57,908 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-05 00:37:02,784 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 00:37:02,784 | INFO | app.main | Database initialized
2026-03-05 00:37:02,892 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 00:37:02,893 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 00:37:02,895 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 00:37:02,896 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 00:37:02,896 | INFO | app.main | Scheduler started
2026-03-05 00:48:14,328 | INFO | app.api.routers.gitlab_configs | GitLab config created — id=1 domain=https://gitlab.com by admin=1
2026-03-05 00:49:23,958 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066 "HTTP/1.1 200 OK"
2026-03-05 00:49:23,998 | INFO | app.api.routers.projects | Project created — id=1 name=prplOS gitlab_id=65926066
2026-03-05 00:50:03,399 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:50:03,423 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-05 00:50:03,491 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-05 00:50:04,273 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:50:05,082 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:05,848 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/10/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:06,252 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/9/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:06,973 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/8/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:07,751 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/7/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:08,222 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/6/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:08,983 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/5/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:09,716 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/4/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:10,153 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/3/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:10,586 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/2/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:11,006 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/1/approvals "HTTP/1.1 200 OK"
2026-03-05 00:50:11,008 | INFO | app.services.extraction.extraction_service | MRs — created:11 skipped:0 project=prplOS
2026-03-05 00:50:11,038 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=1 project=prplOS file=dumps\lot_1_project_1_period_1.json md5=ff66933e126cae26f4649a6c3f87f3ce
2026-03-05 00:50:11,110 | INFO | app.services.kpi.kpi_service | KpiSnapshot saved — lot_id=1 project_id=1 period=2025/01 site=None | commits=10 devs=2 approved_rate=88.89% merged_rate=75.00% avg_review=0.3h
2026-03-05 00:50:11,120 | INFO | app.api.routers.extraction | KPI snapshot generated after MONTHLY — project_id=1 period_id=1
2026-03-05 00:52:23,584 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:52:23,601 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-05 00:52:24,166 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:52:24,181 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-05 00:52:24,187 | INFO | app.services.extraction.extraction_service | REALTIME extraction completed — lot id=2 project=prplOS
2026-03-05 00:52:24,215 | INFO | app.services.kpi.kpi_service | KpiSnapshot saved — lot_id=2 project_id=1 period=2026/03 site=None | commits=0 devs=2 approved_rate=0.00% merged_rate=0.00% avg_review=0.0h
2026-03-05 00:52:24,218 | INFO | app.api.routers.extraction | KPI snapshot generated after REALTIME — project_id=1 period_id=2
2026-03-05 00:55:33,838 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359 "HTTP/1.1 200 OK"
2026-03-05 00:55:33,861 | INFO | app.api.routers.projects | Project created — id=2 name=tr181-homeplug gitlab_id=71642359
2026-03-05 00:55:53,997 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:55:54,006 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='prplbot' email='bot@prplfoundation.org' → synthetic_id=1104498030 project_id=2
2026-03-05 00:55:54,020 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Sathishkumar Selvam' email='sathishkumar.selvam@capgemini.com' → synthetic_id=130960352 project_id=2
2026-03-05 00:55:54,030 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Girdhari Yadav' email='girdhari.yadav_ext@softathome.com' → synthetic_id=992916380 project_id=2
2026-03-05 00:55:54,039 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Francisco Ferreira' email='francisco.ferreira_ext@softathome.com' → synthetic_id=1323534878 project_id=2
2026-03-05 00:55:54,048 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Matthias Franck' email='matthias.franck@softathome.com' → synthetic_id=1403623672 project_id=2
2026-03-05 00:55:54,064 | WARNING | app.services.extraction.extraction_service | Author without GitLab account — name='Ward Lindekens' email='ward.lindekens_ext@softathome.com' → synthetic_id=466730193 project_id=2
2026-03-05 00:55:54,090 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=tr181-homeplug
2026-03-05 00:55:54,847 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-05 00:55:55,554 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/7/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:56,644 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/6/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:57,039 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/5/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:57,474 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/4/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:57,907 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/3/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:58,361 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/2/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:58,865 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/71642359/merge_requests/1/approvals "HTTP/1.1 200 OK"
2026-03-05 00:55:58,868 | INFO | app.services.extraction.extraction_service | MRs — created:7 skipped:0 project=tr181-homeplug
2026-03-05 00:55:58,884 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=3 project=tr181-homeplug file=dumps\lot_3_project_2_period_1.json md5=6c289b9d5224f259620c68f05d875c89
2026-03-05 00:55:58,905 | INFO | app.services.kpi.kpi_service | KpiSnapshot saved — lot_id=3 project_id=2 period=2025/01 site=None | commits=0 devs=8 approved_rate=0.00% merged_rate=0.00% avg_review=0.0h
2026-03-05 00:55:58,909 | INFO | app.api.routers.extraction | KPI snapshot generated after MONTHLY — project_id=2 period_id=1
2026-03-05 00:57:10,373 | INFO | app.api.routers.extraction | Download requested — lot_id=3 file=dumps\lot_3_project_2_period_1.json by admin_id=1
2026-03-05 00:57:16,113 | INFO | app.api.routers.extraction | Download requested — lot_id=1 file=dumps\lot_1_project_1_period_1.json by admin_id=1
2026-03-05 10:43:06,320 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-05 10:43:06,321 | INFO | app.main | Database initialized
2026-03-05 10:43:06,448 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-05 10:43:06,449 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-05 10:43:06,453 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-05 10:43:06,453 | INFO | apscheduler.scheduler | Scheduler started
2026-03-05 10:43:06,453 | INFO | app.main | Scheduler started
2026-03-05 12:49:19,085 | INFO | app.api.routers.extraction | Download requested — lot_id=1 file=dumps\lot_1_project_1_period_1.json by admin_id=1
2026-03-06 16:02:10,761 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-06 16:02:10,762 | INFO | app.main | Database initialized
2026-03-06 16:02:10,906 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-06 16:02:10,906 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-06 16:02:10,910 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-06 16:02:10,911 | INFO | apscheduler.scheduler | Scheduler started
2026-03-06 16:02:10,911 | INFO | app.main | Scheduler started
2026-03-06 16:24:12,944 | INFO | app.main | Scheduler stopped
2026-03-06 16:24:12,945 | INFO | app.main | Application shutdown
2026-03-06 16:24:12,946 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-06 16:24:15,510 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-06 16:24:15,511 | INFO | app.main | Database initialized
2026-03-06 16:24:15,626 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-06 16:24:15,626 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-06 16:24:15,629 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-06 16:24:15,629 | INFO | apscheduler.scheduler | Scheduler started
2026-03-06 16:24:15,629 | INFO | app.main | Scheduler started
2026-03-06 16:24:17,669 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-06 16:24:17,670 | INFO | app.main | Database initialized
2026-03-06 16:24:17,741 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-06 16:24:17,741 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-06 16:24:17,743 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-06 16:24:17,744 | INFO | apscheduler.scheduler | Scheduler started
2026-03-06 16:24:17,744 | INFO | app.main | Scheduler started
2026-03-06 16:24:19,171 | INFO | app.main | Scheduler stopped
2026-03-06 16:24:19,172 | INFO | app.main | Application shutdown
2026-03-06 16:24:19,172 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-06 16:24:53,655 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-06 16:24:53,656 | INFO | app.main | Database initialized
2026-03-06 16:24:53,731 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-06 16:24:53,732 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-06 16:24:53,734 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-06 16:24:53,734 | INFO | apscheduler.scheduler | Scheduler started
2026-03-06 16:24:53,734 | INFO | app.main | Scheduler started
2026-03-06 16:27:53,751 | INFO | app.main | Scheduler stopped
2026-03-06 16:27:53,751 | INFO | app.main | Application shutdown
2026-03-06 16:27:53,752 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-06 16:27:56,052 | INFO | app.database.init_db | ✅ Database tables created / verified successfully
2026-03-06 16:27:56,053 | INFO | app.main | Database initialized
2026-03-06 16:27:56,153 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-06 16:27:56,154 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-06 16:27:56,157 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-06 16:27:56,157 | INFO | apscheduler.scheduler | Scheduler started
2026-03-06 16:27:56,157 | INFO | app.main | Scheduler started
2026-03-06 16:33:36,582 | INFO | app.main | Scheduler stopped
2026-03-06 16:33:36,586 | INFO | app.main | Application shutdown
2026-03-06 16:33:36,593 | INFO | apscheduler.scheduler | Scheduler has been shut down
